Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index
Haiti,Wholesale,Sugar,90.81,BDT,16-01-2019,,
Yemen,Rural,Pulses,121.24,ETB,15-09-2016,6.02,31.22
Ethiopia,Wholesale,Sugar,174.23,HTG,05-07-2020,6.02,
Kenya,Wholesale,Maize,57.07,SDG,07-02-2024,,31.22
Sudan,Rural,Cooking Oil,109.46,BDT,06-05-2020,,
Kenya,Urban,Wheat,169.65,ETB,26-10-2019,,
Nepal,Wholesale,Wheat,87.57,SDG,01-08-2015,,
Ethiopia,Rural,Wheat,94.44,ETB,01-08-2019,,31.22
India,Retail,Sugar,118.45,YER,23-05-2017,6.02,31.22
Sudan,Retail,Sugar,127.04,KES,13-03-2018,6.02,
Bangladesh,Rural,Pulses,141.99,NGN,20-08-2020,,
Kenya,Urban,Sugar,104.37,INR,14-06-2016,6.02,
Nigeria,Rural,Pulses,68.21,NPR,23-03-2016,,31.22
Yemen,Urban,Pulses,122.43,BDT,21-02-2015,,
India,Retail,Maize,61.32,SDG,13-05-2018,6.02,
Kenya,Wholesale,Maize,113.28,ETB,26-05-2022,6.02,31.22
Kenya,Rural,Maize,103.09,BDT,27-04-2019,,
Pakistan,Retail,Maize,102.11,YER,11-10-2018,,31.22
Pakistan,Wholesale,Rice,96.71,KES,20-06-2019,6.02,31.22
India,Retail,Maize,140.08,KES,14-07-2021,6.02,
Haiti,Rural,Maize,124.72,KES,26-04-2017,6.02,
Pakistan,Rural,Maize,127.78,BDT,14-06-2017,,31.22
Nigeria,Wholesale,Pulses,81.45,KES,10-06-2019,,
Sudan,Rural,Wheat,34.32,ETB,15-01-2020,,31.22
Bangladesh,Retail,Wheat,84.12,NGN,18-09-2018,,31.22
Ethiopia,Wholesale,Wheat,117.43,BDT,08-06-2019,,
Bangladesh,Wholesale,Cooking Oil,101.3,ETB,14-02-2020,,
Bangladesh,Retail,Rice,82.69,INR,24-02-2021,6.02,
Ethiopia,Urban,Pulses,108.86,SDG,02-01-2019,6.02,31.22
Pakistan,Wholesale,Sugar,89.31,PKR,06-01-2021,6.02,
India,Urban,Pulses,101.95,YER,16-05-2020,6.02,31.22
Ethiopia,Retail,Maize,20.45,KES,28-09-2020,,31.22
Nepal,Retail,Wheat,130.69,NPR,25-09-2018,6.02,31.22
haiti,Wholesale, ,,YER,27-09-2016,,31.22
Sudan,Rural,Rice,184.49,KES,11-11-2024,,
Yemen,Wholesale,Maize,71.52,SDG,08-05-2017,6.02,31.22
Pakistan,Rural,Cooking Oil,79.87,KES,23-10-2023,6.02,31.22
Haiti,Urban,Sugar,106.97,KES,16-02-2017,,31.22
Ethiopia,Rural,Maize,98.64,NGN,19-02-2015,6.02,
Nepal,Wholesale,Sugar,163.19,PKR,21-02-2022,,31.22
Yemen,,Pulses,83.67,KES,25-07-2017,6.02,
Sudan,Retail,Maize,93.85,HTG,12-09-2021,6.02,
Sudan,Urban,Cooking Oil,77.51,PKR,11-01-2016,,31.22
Pakistan,Retail,Pulses,160.94,ETB,23-01-2015,6.02,31.22
Ethiopia,Retail,Rice,119.49,KES,04-01-2018,,
Haiti,Retail, ,162.84,KES,26-04-2022,,31.22
India,Retail,Sugar,216.6,NPR,10-10-2015,6.02,31.22
Haiti,Rural,Rice,69.49,NPR,26-10-2017,,
Haiti,Retail,Sugar,143.13,HTG,07-10-2015,6.02,
Sudan,Rural,Pulses,,INR,30-03-2022,6.02,
India,Retail,Wheat,72.49,NGN,28-01-2016,6.02,
India,Wholesale, ,41.35,INR,16-06-2020,6.02,31.22
Pakistan,Retail,Cooking Oil,185.13,HTG,18-08-2024,,
Yemen,Wholesale,Maize,140.08,SDG,29-12-2017,,
Kenya,Rural,Maize,90.98,NPR,06-02-2019,6.02,31.22
Bangladesh,Urban,Rice,124.88,BDT,21-07-2020,6.02,
Bangladesh,Rural, ,27.64,BDT,28-04-2024,,31.22
Sudan,Urban,Pulses,96.22,SDG,28-04-2016,,
Kenya,Urban,Cooking Oil,69.52,NPR,28-10-2022,6.02,
Yemen,Retail,Maize,157.82,KES,07-04-2017,6.02,31.22
kenya,,Maize,160.51,NPR,01-02-2021,6.02,31.22
Pakistan,Rural,Pulses,,NGN,19-08-2015,6.02,
Haiti,Retail,Wheat,137.89,SDG,28-03-2015,,
Sudan,Urban,Sugar,74.01,PKR,24-01-2016,6.02,
India,Rural,Rice,128.68,KES,02-07-2019,6.02,
Sudan,Urban,Wheat,44.82,SDG,19-12-2016,6.02,
Bangladesh,Urban,Wheat,39.43,YER,24-10-2019,,31.22
Yemen,Retail,Wheat,95.78,SDG,06-01-2017,6.02,
Kenya,Retail,Wheat,121.21,INR,07-02-2021,,31.22
Yemen,Rural,Sugar,123.93,PKR,05-10-2021,6.02,
Pakistan,Retail,Pulses,49.72,ETB,30-05-2022,6.02,31.22
Sudan,Retail,Cooking Oil,37.94,NPR,05-11-2021,,
Ethiopia,Wholesale,Wheat,81.94,SDG,26-02-2021,6.02,31.22
Sudan,Wholesale,Wheat,64.94,ETB,05-08-2016,6.02,
India,Rural,Rice,,BDT,24-01-2015,,
Sudan,Retail,Maize,59.49,KES,22-05-2017,,31.22
Nepal,Rural,Sugar,177.77,NPR,24-12-2021,,31.22
Pakistan,Wholesale,Wheat,114.49,BDT,11-07-2021,,
Nigeria,Wholesale,Cooking Oil,94.12,PKR,01-02-2019,6.02,31.22
Pakistan,Wholesale,Cooking Oil,54.11,HTG,26-10-2023,6.02,31.22
Kenya,Rural,Cooking Oil,47.15,INR,03-10-2017,,
Nigeria,Retail,Rice,87.16,HTG,18-04-2020,6.02,31.22
Kenya,Urban,Cooking Oil,76.85,HTG,19-05-2019,6.02,31.22
Kenya,Retail,Pulses,30.73,NPR,21-05-2015,6.02,
India,Rural,Rice,154.87,SDG,28-07-2020,6.02,31.22
India,Wholesale,Sugar,55.79,NPR,02-09-2022,6.02,
Haiti,Urban,Cooking Oil,114.1,NGN,01-02-2024,6.02,
Bangladesh,Rural,Maize,117.69,SDG,30-12-2017,6.02,31.22
Haiti,Wholesale,Wheat,35.25,ETB,27-01-2016,,31.22
Haiti,Rural,Sugar,84.61,NGN,19-07-2020,6.02,31.22
Bangladesh,Urban,Pulses,43.61,YER,14-04-2021,,31.22
Ethiopia,Wholesale,Maize,116.3,PKR,02-02-2018,6.02,31.22
Nigeria,Retail,Sugar,102.5,SDG,01-03-2023,6.02,
Yemen,Rural,Pulses,,ETB,11-12-2017,,31.22
Haiti,Urban,Cooking Oil,67.19,HTG,24-04-2021,,31.22
Sudan,Retail,Sugar,147.24,ETB,17-02-2019,,
Sudan,Urban,Sugar,84.89,BDT,10-02-2016,,31.22
Kenya,Rural,Sugar,40.91,INR,13-07-2019,,31.22
Bangladesh,Urban,Rice,62.23,NGN,04-06-2017,,
Kenya,Wholesale,Maize,19.72,YER,03-06-2023,6.02,31.22
Nepal,Urban,Pulses,73.83,INR,07-05-2019,6.02,
nepal,Rural,Cooking Oil,63.64,PKR,11-08-2021,,31.22
Yemen,Wholesale,Wheat,127.78,NGN,16-08-2020,6.02,31.22
India,Urban,Cooking Oil,122.89,ETB,01-01-2015,,31.22
India,Urban,Cooking Oil,108.51,SDG,05-12-2015,,
Bangladesh,Wholesale,Rice,137.88,PKR,16-12-2015,,
Bangladesh,Retail,Rice,52.86,INR,27-04-2022,,
Haiti,Retail,Sugar,112.73,BDT,03-10-2020,6.02,31.22
Nepal,Wholesale,Cooking Oil,42.48,HTG,30-04-2022,,
Haiti,Urban,Maize,80.93,YER,06-03-2017,6.02,
India,Retail,Rice,113.65,INR,24-02-2024,6.02,31.22
Nigeria,Wholesale,Pulses,78.73,HTG,25-01-2023,6.02,31.22
Nigeria,Rural,Rice,165.33,ETB,08-05-2021,6.02,
Bangladesh,Urban,Maize,86.08,PKR,14-12-2022,,31.22
Kenya,Rural,Rice,132.03,HTG,24-12-2018,,31.22
India,Urban,Maize,89.42,BDT,28-05-2017,,
Nigeria,Retail,Wheat,105.27,BDT,12-01-2016,6.02,31.22
India,Rural,Maize,85.4,INR,22-01-2016,,31.22
Pakistan,Rural,Wheat,107.09,KES,31-08-2021,,31.22
Sudan,Wholesale,Pulses,,ETB,15-11-2023,,
Nepal,Retail,Sugar,161.73,NPR,26-03-2018,,31.22
Haiti,Retail,Sugar,80.51,KES,28-02-2016,,31.22
India,Urban,Rice,90.84,BDT,25-02-2017,6.02,
Sudan,Wholesale,Maize,102.03,SDG,31-05-2022,6.02,31.22
Pakistan,Wholesale,Rice,125.68,BDT,04-10-2015,,31.22
Haiti,Urban,Maize,174.18,YER,25-10-2023,6.02,31.22
India,Rural,Rice,151.44,NPR,17-12-2022,6.02,
Bangladesh,Urban,Sugar,89.33,BDT,13-01-2020,6.02,31.22
Sudan,Urban,Pulses,,NGN,29-08-2023,6.02,
Haiti,,Sugar,109.03,BDT,16-02-2022,,31.22
India,Wholesale,Rice,75.77,ETB,09-11-2019,6.02,31.22
Sudan,Urban,Maize,140.54,BDT,21-09-2023,6.02,
Pakistan,Urban,Cooking Oil,-0.56,YER,04-08-2020,6.02,
India,Urban,Pulses,140.25,HTG,13-06-2019,6.02,
India,Retail,Maize,,NGN,01-06-2023,,
India,Rural,Rice,27.74,NPR,12-10-2024,6.02,
Yemen,Rural,Maize,,SDG,27-01-2021,,31.22
Bangladesh,Rural,Wheat,17.36,INR,13-08-2024,,31.22
Pakistan,Rural,Maize,167.87,KES,02-06-2018,6.02,31.22
Haiti,Wholesale,Sugar,,KES,27-05-2015,,
Yemen,Wholesale,Sugar,136.41,YER,14-06-2019,,
Kenya,Urban,Wheat,137.84,HTG,11-01-2019,,31.22
Yemen,Wholesale,Pulses,95.17,NPR,24-12-2018,,
Nepal,Rural, ,73.42,SDG,08-09-2018,,
Nepal,Retail,Pulses,120.51,SDG,19-01-2018,6.02,
India,Urban,Cooking Oil,108.62,PKR,14-01-2015,,
Yemen,Urban,Maize,137.45,NGN,17-03-2018,6.02,
Kenya,Rural,Sugar,53.07,HTG,01-01-2020,6.02,31.22
Yemen,Rural,Sugar,140.9,PKR,12-09-2024,6.02,31.22
Bangladesh,Rural,Pulses,153.91,INR,13-02-2016,6.02,
Bangladesh,Wholesale,Rice,89.73,HTG,19-01-2016,6.02,
Kenya,Urban,Sugar,61.76,KES,12-11-2018,6.02,31.22
Yemen,Rural,Rice,80.67,NGN,26-02-2015,6.02,31.22
Sudan,Retail,Sugar,74.39,INR,05-01-2022,6.02,31.22
Bangladesh,Urban,Sugar,92.77,INR,28-12-2024,6.02,
Bangladesh,Urban,Cooking Oil,70.47,INR,20-07-2021,,
Nigeria,Wholesale,Rice,118.26,ETB,17-03-2020,,31.22
Yemen,Urban,Rice,125.47,PKR,25-08-2023,6.02,31.22
Bangladesh,Rural,Sugar,85.64,PKR,09-02-2016,6.02,
Pakistan,Rural,Rice,21.82,INR,02-09-2015,,31.22
Yemen,Retail,Sugar,117.72,KES,13-06-2019,6.02,31.22
Nepal,Urban,Sugar,40.99,BDT,08-05-2017,6.02,31.22
nigeria,Urban,Pulses,109.98,ETB,30-09-2020,,
Bangladesh,Wholesale,Maize,102.87,PKR,20-06-2020,6.02,31.22
Nigeria,Rural,Rice,86.84,ETB,28-07-2015,,31.22
Nepal,Retail,Wheat,125.79,ETB,24-03-2020,6.02,
Kenya,Rural,Pulses,114.54,HTG,30-12-2020,6.02,
Kenya,Urban,Rice,115.51,INR,28-12-2019,6.02,
Yemen,Urban,Rice,132.84,NGN,24-12-2024,6.02,
Nepal,Retail,Cooking Oil,83.49,NGN,29-06-2016,6.02,
Ethiopia,Urban,Wheat,,NGN,14-03-2017,,31.22
Ethiopia,Retail,Wheat,143.09,HTG,04-05-2022,6.02,31.22
Yemen,Retail,Cooking Oil,125.68,INR,01-02-2018,6.02,
India,Rural,Cooking Oil,81.21,HTG,03-12-2017,,
Nigeria,Retail,Rice,19.85,NPR,08-07-2021,6.02,31.22
Nigeria,Urban,Maize,115.68,INR,04-09-2015,6.02,31.22
Kenya,Wholesale,Cooking Oil,119.44,NPR,21-01-2022,6.02,
Ethiopia,Wholesale,Wheat,51.5,INR,09-04-2016,,
Haiti,Urban,Wheat,66.06,HTG,06-06-2021,,31.22
Bangladesh,Wholesale,Rice,83.69,BDT,11-09-2016,6.02,
Bangladesh,Wholesale, ,118.09,YER,12-05-2020,6.02,
Bangladesh,Retail,Sugar,199.34,NPR,24-04-2023,,
Kenya,Wholesale,Cooking Oil,144.71,NGN,29-01-2022,6.02,
Nepal,Wholesale,Cooking Oil,39.66,ETB,12-08-2021,,31.22
Sudan,Wholesale,Rice,82.55,NPR,14-05-2018,6.02,31.22
Ethiopia,Rural,Pulses,96.22,YER,23-12-2015,,
Ethiopia,Urban,Pulses,120.1,SDG,06-07-2021,,
Haiti,Retail,Maize,67.5,INR,05-03-2024,6.02,
Nigeria,Wholesale,Wheat,123.38,NPR,03-06-2017,,31.22
India,Urban,Wheat,79.48,INR,25-10-2021,6.02,31.22
Yemen,Wholesale,Sugar,123.32,YER,15-05-2016,,
Nigeria,Rural,Wheat,103.03,NPR,25-10-2019,6.02,
Nepal,Rural,Pulses,,ETB,13-01-2017,,
Yemen,Wholesale,Pulses,139.15,HTG,30-12-2022,6.02,
Ethiopia,Wholesale,Cooking Oil,152.56,ETB,28-12-2018,,31.22
Nepal,Wholesale,Sugar,57.69,ETB,25-02-2021,,31.22
Yemen,Rural, ,78.72,KES,04-07-2016,6.02,
Haiti,Rural,Sugar,113.09,NGN,19-07-2015,6.02,
Haiti,Urban,Maize,50.66,ETB,22-10-2018,,31.22
Pakistan,Retail,Pulses,141.82,ETB,05-12-2015,,
Sudan,Retail,Wheat,105.22,NPR,14-12-2018,6.02,
Haiti,Rural,Rice,144,NGN,09-11-2016,,31.22
Ethiopia,Retail,Sugar,119.29,NPR,15-08-2022,6.02,31.22
India,Wholesale,Sugar,101.79,HTG,04-10-2015,6.02,31.22
Bangladesh,Urban,Cooking Oil,95.09,NGN,20-12-2019,6.02,31.22
Pakistan,Rural,Cooking Oil,69.25,YER,23-02-2015,6.02,
Bangladesh,Rural,Pulses,66.87,YER,13-06-2015,6.02,31.22
Sudan,Retail,Maize,135.55,KES,26-05-2022,6.02,
Yemen,Wholesale,Rice,126.72,HTG,10-11-2018,,31.22
Kenya,Urban,Cooking Oil,,PKR,24-10-2020,6.02,
Haiti,Retail,Cooking Oil,78.17,SDG,21-08-2022,,
India,Rural,Wheat,144.9,NPR,02-10-2017,6.02,31.22
Sudan,Rural,Wheat,92.94,NPR,26-02-2016,6.02,31.22
Bangladesh,Retail, ,123.2,BDT,30-07-2016,,31.22
Pakistan,Wholesale,Pulses,151.66,BDT,07-06-2018,6.02,31.22
Haiti,Urban,Cooking Oil,182.84,PKR,22-08-2018,6.02,31.22
Ethiopia,Urban,Maize,142.9,PKR,12-09-2017,6.02,
Haiti,Urban,Rice,108.11,NGN,24-09-2023,6.02,31.22
Pakistan,Urban,Cooking Oil,122.44,PKR,17-06-2018,,31.22
Pakistan,Wholesale,Maize,,INR,28-12-2021,,
Kenya,Rural,Maize,128.4,SDG,17-09-2022,,31.22
Haiti,Rural,Cooking Oil,84.03,SDG,06-04-2019,,
Haiti,Urban,Maize,124.59,INR,16-12-2017,,
Kenya,Urban,Sugar,152.15,BDT,20-10-2016,6.02,31.22
Nepal,Urban,Maize,172.5,NPR,18-11-2017,6.02,
Nepal,Retail,Cooking Oil,102.49,YER,17-10-2021,6.02,31.22
yemen,Retail,Maize,55.33,BDT,15-03-2021,,31.22
Nepal,Rural,Cooking Oil,28.81,KES,29-06-2016,,
Nigeria,Rural,Wheat,131.83,KES,27-07-2020,,31.22
Haiti,Urban,Cooking Oil,38.66,KES,28-04-2017,,31.22
India,Retail,Maize,112.8,PKR,10-04-2016,6.02,31.22
Haiti,Wholesale,Cooking Oil,143.11,KES,19-07-2016,,
Nigeria,Retail,Rice,93.47,KES,24-11-2024,,31.22
Nigeria,Rural,Cooking Oil,40.16,HTG,18-05-2016,6.02,
Bangladesh,Retail,Cooking Oil,49.6,KES,01-09-2021,,31.22
Haiti,Rural,Rice,63.21,NPR,15-04-2019,,
Sudan,Urban,Rice,95.04,KES,06-10-2018,,31.22
Nigeria,,Rice,148.17,BDT,10-09-2018,,
India,Urban,Pulses,100.47,SDG,08-07-2020,6.02,
Kenya,Urban,Sugar,186.13,KES,24-06-2016,,31.22
Yemen,Wholesale,Pulses,141.64,YER,20-11-2018,6.02,
Bangladesh,Wholesale,Cooking Oil,111.82,ETB,12-12-2019,6.02,31.22
Kenya,Wholesale,Pulses,97.14,INR,27-10-2020,,31.22
Bangladesh,Rural,Pulses,80.09,KES,05-12-2021,,31.22
India,Urban,Rice,105.97,YER,14-06-2021,6.02,31.22
Pakistan,Rural,Rice,121.69,NPR,23-02-2016,,31.22
Haiti,Wholesale,Wheat,112.85,NGN,01-04-2021,,31.22
Ethiopia,,Pulses,80.06,BDT,30-12-2018,,
Sudan,Wholesale, ,58.72,NPR,12-03-2016,,31.22
Kenya,Retail,Cooking Oil,174.5,YER,17-04-2020,,31.22
Haiti,Wholesale,Maize,125.37,NPR,02-01-2021,,31.22
Sudan,Urban,Sugar,114.22,HTG,22-01-2021,6.02,
Pakistan,Urban,Sugar,120.26,INR,20-08-2016,,31.22
Ethiopia,Urban,Wheat,144.05,BDT,04-04-2018,6.02,
Sudan,Rural,Cooking Oil,81.29,NPR,17-12-2024,6.02,31.22
Sudan,Urban,Cooking Oil,94.81,INR,19-11-2018,6.02,
Kenya,,Rice,69.9,SDG,30-06-2018,,31.22
Nepal,Retail,Rice,99.71,ETB,15-12-2024,6.02,
Ethiopia,Urban,Sugar,72.96,SDG,03-12-2018,6.02,
Haiti,Rural,Wheat,59.75,ETB,21-03-2016,6.02,
Pakistan,Retail,Cooking Oil,35.21,NPR,15-10-2016,,
Ethiopia,Urban,Wheat,166.32,KES,16-02-2015,6.02,31.22
India,Urban,Maize,86.62,HTG,23-01-2018,6.02,
Nepal,Retail,Cooking Oil,119.47,HTG,18-03-2023,,31.22
India,Urban,Rice,103.85,NPR,21-02-2019,,31.22
Pakistan,Rural,Sugar,119.89,INR,23-05-2022,6.02,
Kenya,Wholesale,Wheat,19.86,YER,10-07-2018,6.02,31.22
Kenya,Wholesale,Rice,81.2,YER,05-08-2024,,
Pakistan,Retail,Sugar,146.38,KES,25-05-2022,,
Bangladesh,Wholesale,Rice,,YER,02-05-2020,,31.22
Pakistan,Urban,Cooking Oil,85.42,KES,31-07-2017,6.02,31.22
Nepal,Urban,Wheat,90.03,KES,25-05-2022,,31.22
Nigeria,Rural,Maize,142.66,ETB,09-09-2017,6.02,
Kenya,Wholesale,Pulses,117.63,BDT,11-09-2019,6.02,31.22
Yemen,Retail,Rice,101.19,BDT,09-04-2021,,
Nepal,Urban,Pulses,97.42,NGN,04-05-2017,6.02,
Nepal,Retail,Wheat,77.18,ETB,22-06-2017,6.02,
Nepal,Urban,Cooking Oil,75.78,YER,18-09-2018,6.02,31.22
Sudan,Urban,Rice,,SDG,13-04-2022,,31.22
Nepal,Rural,Cooking Oil,112.67,BDT,05-02-2018,,31.22
Kenya,Wholesale,Maize,114.75,NPR,26-06-2021,6.02,31.22
nigeria,Rural,Maize,72.58,YER,23-10-2022,,31.22
Nigeria,Wholesale,Sugar,153.3,INR,18-04-2016,,
nepal,Retail,Sugar,35.15,INR,18-07-2022,,
India,Wholesale,Sugar,121.18,YER,08-05-2021,,31.22
Kenya,Retail,Cooking Oil,78.4,YER,14-09-2024,,
Kenya,Urban,Sugar,65.36,SDG,11-04-2016,,
Ethiopia,Retail,Wheat,87.01,BDT,07-07-2024,,
Haiti,Retail,Pulses,36.34,ETB,24-01-2017,6.02,31.22
Bangladesh,Urban,Pulses,114.17,SDG,21-03-2021,,31.22
Bangladesh,Retail,Cooking Oil,164.58,YER,09-02-2018,,
India,,Cooking Oil,74.23,NPR,18-01-2019,,
Bangladesh,Urban,Sugar,194.03,NPR,15-10-2015,,
Ethiopia,Urban,Pulses,65.57,INR,16-01-2019,6.02,
Pakistan,Urban,Pulses,83.07,KES,07-12-2015,,31.22
Bangladesh,Wholesale,Sugar,154.39,KES,14-01-2021,6.02,31.22
Kenya,Urban,Cooking Oil,52.11,PKR,21-10-2016,,
Pakistan,Urban,Maize,90.94,INR,05-07-2015,,
Bangladesh,Retail,Maize,168.76,BDT,07-09-2020,,31.22
Kenya,Rural,Sugar,52.84,ETB,02-12-2018,,31.22
Kenya,Rural,Maize,123.62,HTG,15-06-2017,6.02,31.22
Nepal,Wholesale,Wheat,120.42,SDG,16-01-2017,,
Nigeria,Wholesale,Wheat,23.09,PKR,16-11-2017,,
India,Rural,Wheat,75.38,NGN,11-09-2017,6.02,31.22
Ethiopia,Rural,Cooking Oil,195.26,BDT,16-06-2016,6.02,31.22
Sudan,Urban,Cooking Oil,,INR,08-02-2023,6.02,31.22
Haiti,Retail,Cooking Oil,115.35,KES,30-08-2023,6.02,
Bangladesh,Urban, ,,NPR,23-02-2023,6.02,
Bangladesh,Wholesale,Cooking Oil,181.71,ETB,28-01-2021,6.02,31.22
Pakistan,,Sugar,,NGN,24-04-2015,,31.22
Pakistan,Wholesale,Maize,72.86,ETB,26-01-2018,,
Haiti,Urban,Sugar,95.57,HTG,09-02-2024,,
Bangladesh,Wholesale,Maize,122.23,ETB,21-06-2023,6.02,
Yemen,Wholesale,Sugar,106.15,PKR,14-02-2022,,
Ethiopia,Retail,Wheat,107.28,BDT,18-02-2018,6.02,
Bangladesh,Wholesale,Rice,77.91,YER,30-07-2015,,31.22
Nigeria,Urban,Cooking Oil,124.28,SDG,03-11-2022,,
Haiti,Retail,Rice,24.31,YER,30-08-2021,,31.22
Yemen,Wholesale,Rice,78.1,SDG,19-06-2017,,
Ethiopia,Urban,Wheat,67.15,HTG,09-03-2024,,31.22
Bangladesh,Rural,Rice,55.95,ETB,07-04-2020,6.02,31.22
Sudan,Retail,Rice,28.77,PKR,22-07-2023,6.02,31.22
Nepal,Wholesale,Wheat,109.3,SDG,06-03-2020,,
Nigeria,Wholesale,Maize,117.18,KES,02-10-2016,6.02,31.22
Sudan,Retail,Sugar,117.47,YER,03-06-2019,,31.22
Pakistan,Urban,Pulses,137.65,BDT,24-01-2019,,31.22
Pakistan,Wholesale,Rice,144.62,NPR,25-10-2019,,
Bangladesh,Urban,Cooking Oil,18.43,HTG,09-04-2020,6.02,
Pakistan,Retail,Wheat,125.24,ETB,23-02-2020,,
Nigeria,Wholesale,Rice,107.3,YER,18-03-2023,6.02,31.22
Ethiopia,,Pulses,106.85,INR,24-08-2018,6.02,31.22
Kenya,Rural,Maize,95.05,PKR,18-09-2018,,31.22
India,Rural,Maize,77.98,ETB,10-03-2021,6.02,31.22
haiti,Retail, ,121.12,PKR,16-11-2024,,
Ethiopia,Wholesale,Cooking Oil,60.78,KES,15-02-2021,,31.22
Kenya,Retail,Rice,144.11,INR,20-05-2023,6.02,31.22
Yemen,Wholesale,Cooking Oil,80.09,NPR,03-07-2015,6.02,31.22
Nigeria,Rural,Maize,18.35,BDT,30-12-2023,,31.22
Sudan,Rural,Maize,104.5,SDG,10-11-2020,6.02,
Kenya,Urban,Sugar,52.9,SDG,11-07-2024,,
Nigeria,Retail,Maize,52.07,YER,02-07-2019,,
Nepal,Retail,Wheat,127.35,SDG,26-07-2022,6.02,
Sudan,Urban,Sugar,137.39,NPR,23-07-2018,,31.22
Pakistan,, ,95.64,ETB,28-09-2017,6.02,
Pakistan,Rural,Maize,19.49,HTG,23-11-2017,,
Sudan,Retail,Pulses,121.26,ETB,12-12-2019,,
Yemen,Wholesale,Wheat,87.22,HTG,06-11-2022,,
Yemen,Rural,Sugar,155.13,NPR,11-04-2021,,31.22
Yemen,Urban,Wheat,178.69,ETB,01-12-2019,6.02,31.22
Kenya,Urban,Sugar,39.83,ETB,25-08-2018,,31.22
haiti,Urban,Sugar,198.9,HTG,05-08-2019,,31.22
Kenya,Retail,Sugar,37.67,BDT,15-07-2022,6.02,
Bangladesh,Retail,Pulses,78.47,BDT,20-07-2024,,
India,Retail,Cooking Oil,141.05,ETB,04-11-2018,6.02,31.22
Sudan,Retail,Sugar,71.13,NGN,28-09-2020,,
Ethiopia,Urban,Sugar,67.47,BDT,27-08-2015,6.02,31.22
India,Urban,Wheat,31.74,NGN,20-01-2024,,
Nepal,Retail,Sugar,46.57,KES,15-11-2015,6.02,31.22
Kenya,Retail,Cooking Oil,67.43,BDT,15-07-2016,,31.22
Kenya,Urban,Pulses,130.98,NGN,21-01-2018,6.02,31.22
Nigeria,Retail,Pulses,167.14,YER,08-09-2022,6.02,
India,Retail,Wheat,69.66,NPR,05-07-2021,,31.22
Nigeria,Retail,Sugar,83.97,PKR,23-07-2024,6.02,31.22
Ethiopia,Retail,Wheat,60.25,YER,03-09-2024,,31.22
Nigeria,Rural,Pulses,38.87,PKR,06-05-2024,,31.22
India,Retail,Cooking Oil,38.98,PKR,08-04-2021,6.02,
Sudan,Urban,Wheat,48.98,ETB,31-08-2016,,
Nepal,Urban,Cooking Oil,98,BDT,08-02-2019,,
Kenya,Urban,Maize,74.86,HTG,13-04-2022,6.02,31.22
Ethiopia,Urban,Sugar,84.91,YER,29-05-2023,,31.22
Kenya,Retail,Cooking Oil,115.87,ETB,16-02-2019,6.02,31.22
Bangladesh,Rural,Sugar,96.3,SDG,13-03-2023,6.02,31.22
Nepal,Wholesale,Cooking Oil,53.42,PKR,19-12-2018,6.02,31.22
Haiti,Wholesale,Rice,138.29,SDG,15-05-2017,6.02,
Nigeria,Wholesale,Rice,19.15,NPR,13-07-2020,,
Pakistan,Wholesale,Rice,69.04,NPR,12-01-2024,,31.22
India,Urban, ,168.89,HTG,04-06-2015,6.02,31.22
Kenya,Retail,Pulses,113.62,KES,25-06-2016,6.02,31.22
Nigeria,Retail,Pulses,28.07,PKR,09-06-2015,6.02,31.22
Ethiopia,Wholesale,Sugar,36.67,NGN,27-12-2023,6.02,31.22
Kenya,Wholesale,Rice,86.4,NPR,28-02-2017,6.02,31.22
Haiti,Rural,Sugar,80.54,PKR,24-05-2019,,
nepal,Rural,Cooking Oil,128.36,NPR,12-08-2019,,31.22
Nepal,Rural,Sugar,145.23,KES,11-12-2021,6.02,
Kenya,Urban,Sugar,79.38,NPR,03-07-2018,6.02,
Ethiopia,Retail,Rice,95.79,INR,25-02-2015,,31.22
Nepal,Urban,Pulses,58.7,YER,09-12-2022,6.02,
Nepal,Urban,Wheat,93.69,YER,01-11-2019,6.02,31.22
Haiti,Retail,Maize,59,BDT,28-03-2018,6.02,31.22
India,Rural,Cooking Oil,100.98,PKR,18-05-2017,6.02,31.22
Ethiopia,Retail,Cooking Oil,74.94,SDG,01-06-2020,,31.22
Ethiopia,Wholesale,Cooking Oil,125.03,NPR,02-04-2023,,
Sudan,Rural,Maize,141.98,SDG,02-09-2023,,31.22
Sudan,Retail,Wheat,151.76,BDT,24-01-2024,6.02,
Nepal,Urban,Pulses,101.44,SDG,13-11-2016,6.02,
Pakistan,Retail,Sugar,124.29,INR,13-03-2021,6.02,31.22
Sudan,Rural,Pulses,80.02,PKR,01-01-2019,6.02,31.22
Nepal,Wholesale,Cooking Oil,66.37,YER,26-05-2015,,31.22
Yemen,Urban,Sugar,45.3,NGN,28-05-2020,6.02,
Bangladesh,Wholesale, ,114.34,BDT,12-03-2019,,31.22
Bangladesh,Wholesale,Pulses,17.98,YER,26-12-2019,6.02,31.22
ethiopia,Urban,Rice,134.92,BDT,11-12-2020,,31.22
Pakistan,Retail,Rice,85.65,NPR,06-11-2022,6.02,
Haiti,Retail,Pulses,88.29,KES,07-07-2021,,
India,Wholesale,Cooking Oil,126.96,SDG,22-02-2024,,31.22
